"Countryname","Countrycode","YEAR","GDPP","GDPPG","PPP","POPG","g_cal","ERP","ERS","ERT","LEXT","GEHT","RP","RG","AF","CTP","INV","INF","EXG","DEV","ICTT","ICTM","ICTI","ICTE","CPT","g","logit_g","logCPT","logINV","logINF","logEXG","logPPP","logg","devICTI","numDEV"
"Mexico","MX",2003,7075.36964299974,0.07226231529134,11482.4495877714,1.36378613127152,-0.00672085622020557,109.50614,79.86403,22.88397,75.118,10.6928549706936,NA,NA,340,"1693791",14.7202,4.54690012118717,1.90668319133329,"0",15.841971684021,29.2,0.415567288721047,12.9,1693791,0.072,1,14.3424797699592,2.68922070016495,1.51444570873119,0.645365183469235,9.34857502583729,-2.63108915996608,0,0
"Mexico","MX",2004,7484.48654193029,2.49483298450697,12085.7600661914,1.38146701870069,0.0129645602222728,108.99918,81.42749,23.66081,75.243,12.0724707841873,NA,235,364,"1903345",18.3539,4.68840884843147,16.8080779575818,"0",17.2924936697084,36.79,1.01160856134892,14.1,1903345,2.495,1,14.4591234225425,2.90984208597836,1.54509326016813,2.82185960165556,9.39978318451457,0.914288729203482,0,0
"Mexico","MX",2005,8277.67125149603,0.869515796913007,12657.6371945575,1.4158226663881,0.0248689597524538,108.60084,82.30408,24.2164,75.3,11.1423254013062,NA,NA,357,"2144345",23.6154,3.98805714597435,7.81145674917593,"0",18.4066663218408,44.46,1.81345060958942,17.21,2144345,0.87,1,14.5783447024066,3.16189904159125,1.38330418147896,2.0555914700403,9.44601604277861,-0.139262067333508,0,0
"Mexico","MX",2006,9068.29438701235,2.98443834192925,13808.177624733,1.4562076048431,0.0285240089834315,108.17477,84.0856,24.79043,75.296,10.7312567532063,NA,NA,394,"2680374",29.9004,3.62946762439129,0,"0",18.4652944850311,51.5,2.80773122366235,19.52,2680374,2.984,1,14.8014668949893,3.39787185823358,1.28908597757383,-Inf,9.5330162771406,1.09326468234151,0,0
"Mexico","MX",2007,9642.68060504911,0.782568093541329,14290.0672372946,1.48606447529473,0.0205031688835651,108.79971,84.90705,25.42106,75.255,10.7141524553299,NA,239,409,"1661288",35.2479,3.96684905458234,1.97405885381001,"0",18.3180462062911,60.97,4.12604313205412,20.81,1661288,0.783,1,14.3231037630896,3.56240595301556,1.37797209053913,0.680091755060266,9.56731997611191,-0.244622582991334,0,0
"Mexico","MX",2008,10016.5713043884,-0.357632988476567,14924.8217487322,1.49536911114693,0.00626125986246628,109.42442,86.42753,26.11203,75.194,9.43475738167763,NA,NA,410,"3312717.1952",28.2836,5.12498274575897,-1.01744059041093,"0",18.4915218047881,67.95,6.79746837419186,21.71,3312717.195,-0.358,0,15.013279315429,3.34228213137074,1.63412715833763,NA,9.61078099505596,NA,0,0
"Mexico","MX",2009,8002.97210649807,-6.67416705024689,14558.2448127429,1.47675759411249,-0.0124461023674384,110.54528,85.93801,26.58673,75.128,10.2921150624752,NA,NA,476,"2874312.6254",30.0954,5.29735584228859,-10.8549471888127,"0",17.3438545655104,73.97,8.57267897916422,26.34,2874312.625,-6.674,0,14.8713241166712,3.4043723361558,1.66720779838582,NA,9.58591276590876,NA,0,0
"Mexico","MX",2010,9271.39823324639,3.61718943622142,15260.6205539571,1.43814153288358,-0.0261492213636576,110.63349,87.06992,27.56347,75.065,10.5033211410046,NA,NA,559,"3704918",39.2401,4.15672722680176,22.3624087126253,"0",17.4582572634212,80.1,9.27565094439698,31.05,3704918,3.617,1,15.1251716842137,3.66969918311389,1.42472804031668,3.1073813666633,9.63303096940856,1.28564495296996,0,0
"Mexico","MX",2011,10203.4208543113,2.22716085156813,16520.2585085371,1.39479253855144,-0.0301423700942857,110.54076,88.19018,28.3415,75.011,10.5576157569885,NA,NA,505,"4217877",36.7191,3.40737824605736,7.71347602714212,"0",17.2839952000542,81.75,9.99699357294645,37.1762954125184,4217877,2.227,1,15.254842478856,3.603297055648,1.22594315278579,2.04296893255579,9.71234269516907,0.800655388275231,0,0
"Mexico","MX",2012,10241.7279153745,2.24714512087824,17162.9275170326,1.3552892520419,-0.0283219800921548,110.41345,90.6672,29.47184,74.966,10.6830947101116,NA,NA,499,"4823838",37.7439,4.11150981070293,6.52453697383723,"0",17.5552746468308,85.89,11.1510298240904,39.75,4823838,2.247,1,15.3890804347357,3.63082387323409,1.41379031158745,1.87556998882682,9.7505069597169,0.809595993203192,0,0
"Mexico","MX",2013,10725.1833166036,0.0294494166966928,17373.8970180913,1.31556098414421,-0.0293134973496136,109.44148,93.32755,30.30004,74.93,11.2844988703728,NA,NA,459,"4887255",41.8375,3.80639069747207,1.37052224964924,"0",15.6475412216572,89.83,10.7280800893661,43.46,4887255,0.029,1,15.4021413541421,3.73379306653744,1.33668141664598,0.315191871323734,9.76272418744483,-3.54045944899566,0,0
"Mexico","MX",2014,10922.3760488647,1.49918893305392,18045.9844632038,1.27767636349717,-0.0287973124040954,108.00575,97.34338,31.09414,74.908,10.7171453535557,NA,243,445,"5057313.25",37.46,4.01861608078673,6.98245163013868,"0",15.4207737621284,87.2,10.8283869715963,44.39,5057313.25,1.499,1,15.4363459219839,3.62327369701594,1.3909375848496,1.94340009151477,9.80067847159895,0.404798219120461,0,0
"Mexico","MX",2015,9605.95235103139,2.0139271135847,18284.8828438085,1.24117772471849,-0.0285664193386017,106.60611,100.83274,31.81904,74.904,11.1793644726276,NA,245,475,"5402866.65",34.2105,2.7206406496403,8.41438359885755,"0",16.5527665757375,88.37,12.1105341912897,57.4310429923633,5402866.65,2.014,1,15.5024402317887,3.53253261449218,1.00086738553037,2.12994257467553,9.81382992333345,0.70012279429637,0,0
"Mexico","MX",2016,8739.75604280929,1.6796939164105,19314.2573597382,1.20325132906034,-0.0305567807920112,106.27773,102.40406,38.43338,74.917,10.7507959008217,NA,NA,495,"5402866.65",32.0294,2.82170784747653,3.58427042293586,"0",16.8811344303103,90.59,12.9113233712179,59.540446,5402866.65,1.68,1,15.5024402317887,3.46665423100727,1.03734232130897,1.27655494509435,9.86859882547372,0.518793793415168,0,0
"Mexico","MX",2017,9278.41816833763,0.936351596149308,19795.8684950156,1.16396777921201,-0.0326478341636305,105.77001,104.38503,40.22896,74.947,11.0486105084419,NA,NA,563,"6370950",33.0724,6.04145724018992,4.16004852212741,"0",16.6317575459464,91.63,13.6246566723935,63.85224909,6370950,0.936,1,15.6672591530063,3.49869909768969,1.79864524777913,1.42552673817808,9.89322853304181,-0.0661398025045449,0,0
"Mexico","MX",2018,9673.44367360619,0.991932458168463,20396.4777131565,1.12642114890216,-0.0322574481703166,NA,NA,NA,74.992,NA,NA,NA,23,"6980300",NA,4.89935015356549,5.9401919842784,"0",17.153153049492,95.23,14.5486277492775,65.7726344759233,6980300,0.992,1,15.7586024537576,NA,1.58910257460021,1.78174145343784,9.92311750380488,-0.00803217169726427,0,0
"New Zealand","NZ",1990,13663.0216184298,-0.767266353997826,14857.3451049971,0.92322272881111,0.92316274171486,104.7387,88.6032,39.33843,75.3780487804878,NA,NA,NA,329,NA,25.0294,6.09844414810207,9.31195518338745,"1",NA,NA,NA,NA,NA,-0.128,0,NA,3.22005113392185,1.80803368095834,2.23129907819694,9.60624964181189,NA,NA,1
"New Zealand","NZ",1991,12230.0734548834,-5.76850681889186,14561.1036038968,NA,NA,102.56854,91.79809,44.52254,76.0317073170732,NA,NA,NA,351,NA,26.421,2.60239285999773,9.23597675073285,"1",NA,NA,NA,NA,NA,-4.679,0,NA,3.27415914849143,0.956431352551096,2.22310637424491,9.58610911584917,NA,NA,1
"New Zealand","NZ",1992,11793.1392416214,0.0468748800217753,14913.3802905023,1.04173538422176,NA,100.93142,94.26589,50.48355,76.1243902439025,NA,NA,NA,373,NA,34.6736,1.01456027171234,4.58536227552644,"1",NA,NA,NA,NA,NA,-0.157,0,NA,3.54597859047593,0.0144552887825316,1.52286911578802,9.6100140950413,NA,NA,1
"New Zealand","NZ",1993,13094.3454502639,5.18506500554918,15956.7784679654,1.14023110662887,0.0945496561784662,100.16312,101.95527,56.47028,76.4341463414634,NA,NA,NA,403,NA,44.5523,1.28820776574389,7.14613222383478,"1",NA,NA,NA,NA,NA,3.547,1,NA,3.79666377996913,0.253251923480663,1.9665712626255,9.67763900025116,1.26610217579148,NA,1
"New Zealand","NZ",1994,15280.3127842922,3.73114801415042,17090.0486661206,1.32923733494336,0.165761333132976,100.03378,109.47361,59.3562,76.8829268292683,NA,NA,NA,428,NA,50.2161,1.74537790773741,8.49655986572016,"1",NA,NA,NA,NA,NA,5.192,1,NA,3.91633569241041,0.556971098245982,2.13966135989437,9.74625162374283,1.64711897940179,NA,1
"New Zealand","NZ",1995,17400.4201848172,3.1997117049047,17906.5881477421,1.46436378746179,0.101657129969335,101.5194,113.44566,58.25991,76.7341463414634,NA,220,182,436,NA,47.8,3.75494413677554,3.77753503077342,"1",NA,NA,NA,NA,NA,2.69,1,NA,3.86702563949741,1.32307340808161,1.32907168865542,9.79292397706046,0.989541193613748,NA,1
"New Zealand","NZ",1996,18794.436039393,1.99031711259099,18463.768821168,1.58266192727998,0.080784666236003,100.21506,115.62929,59.26177,76.7878048780488,NA,223,184,485,NA,50.92,2.28571305402195,4.20138592673651,"1",NA,NA,NA,NA,NA,2.195,1,NA,3.93025577368921,0.826678034318926,1.43541445341336,9.82356564871211,0.786182046527135,NA,1
"New Zealand","NZ",1997,17474.187029724,0.718996023276787,19136.8212783408,1.31235828649882,-0.170790511935618,101.45097,114.78357,NA,77.3341463414634,NA,225,189,562,NA,49.4947,1.18714833105633,3.41189670652746,"1",NA,NA,NA,NA,NA,1.922,1,NA,3.9018655931351,0.171554070799525,1.22726835558603,9.8593695738029,0.653366310548101,NA,1
"New Zealand","NZ",1998,14738.4455703918,-0.092237637410534,19341.0011992042,0.887279888633483,-0.323904228165758,101.8014,112.55697,NA,78.0853658536585,NA,210,190,531,NA,44.8848,1.26524409915407,3.41599740180951,"1",NA,NA,NA,NA,NA,0.061,1,NA,3.80409920736715,0.23526506732253,1.22846951533163,9.86998253598194,-2.79688141480883,NA,1
"New Zealand","NZ",1999,15322.2238340267,4.89839996527772,20579.365916514,0.525484536213216,-0.407757864294067,100.5263,111.26162,NA,77.890243902439,NA,NA,192,541,NA,44.9018,-0.114267129777519,8.30381749626454,"1",NA,NA,NA,NA,NA,3.874,1,NA,3.80447788303152,NA,2.11671534837187,9.93204419824837,1.3542875649848,NA,1
"New Zealand","NZ",2000,13641.1027183822,2.30220827225098,21519.1572276459,0.587564086381346,0.118137729828345,99.54072,110.76227,NA,78.6365853658537,14.7062569856644,NA,204,524,"1067438",40.8606,2.61523446246318,6.05862383455491,"1",47.4475375609063,39.96,0.120704877093775,47.3795565432096,1067438,3.527,1,13.8807719427729,3.71016627356947,0.961353754095389,1.80148268428494,9.97669885122475,1.26044765125391,0.120704877093775,1
"New Zealand","NZ",2001,13882.8568268586,2.85627644589128,22500.3402164299,0.589286034969052,0.00293065663408898,97.79587,111.72712,NA,78.6926829268293,15.1727393269539,NA,NA,497,"1139143",33.1518,2.62581630392901,3.28681395270809,"1",46.648701500256,58.55,0.441844832037806,53.2410152941279,1139143,1.076,1,13.9457867832757,3.50109701380029,0.965391820626866,1.18991869213954,10.0212857088084,0.0732504617395927,0.441844832037806,1
"New Zealand","NZ",2002,16874.1874918196,2.87173432948794,23306.2795376277,1.73717486434422,1.94793149889502,97.38499,116.0867,NA,78.8463414634146,16.2761375308037,NA,NA,466,"1407130",32.2477,2.6770925771161,7.5320655719388,"1",44.5346519963888,61.79,1.09759623900448,59.0807532812931,1407130,3.184,1,14.1570627269954,3.47344672286909,0.98473134635195,2.01916931653752,10.0564781112957,1.15813826798214,1.09759623900448,1
"New Zealand","NZ",2003,21913.7081719961,2.506762998434,23968.3973515808,1.97355854434158,0.136073624393935,98.43256,118.77449,NA,79.1463414634146,16.2227332592011,NA,NA,519,"1520592",33.9854,1.75357444759553,2.6816929315731,"1",44.7033603849163,64.62,2.06361452277422,60.9625398663824,1520592,2.718,1,14.2346102906815,3.52593102062782,0.561656246266861,0.986448285975545,10.0844914646,0.999896315728952,2.06361452277422,1
"New Zealand","NZ",2004,25420.234882944,2.49326111093657,25080.9382639952,1.48621908244575,-0.246934383220142,98.53342,116.58678,NA,79.5487804878049,17.000050842762,NA,NA,486,"1583847",38.6794,2.2902490284757,3.17244134105536,"1",44.1251649945423,74.18,4.69790252909124,61.8476278106481,1583847,3.097,1,14.2753672557822,3.65530715857233,0.828660557712982,1.1545014306184,10.1298634048922,1.13043390099107,4.69790252909124,1
"New Zealand","NZ",2005,27751.0654708859,2.16071234224682,25677.4190803252,1.12877350967992,-0.240506650054318,99.71795,120.24765,NA,79.8512195121951,17.3771977424622,NA,NA,509,"1603195",37.9112,3.03702332617015,-0.442598123839758,"1",41.8101952553046,85.36,7.76233237533416,62.7202123689541,1603195,1.412,1,14.2875090711053,3.63524658294444,1.110877866696,NA,10.1533672496505,0.34500713907105,7.76233237533416,1
"New Zealand","NZ",2006,26671.3294177179,1.60042418989843,27759.0462511071,1.21898486028427,0.0799197977545829,100.18019,118.43106,NA,80.0487804878049,17.9370880126953,NA,NA,527,"1806596",37.085,3.36540196171992,3.46878285843984,"1",42.08533529803,90.84,11.2329809110994,69,1806596,1.567,1,14.4069549695916,3.61321257518852,1.21354740966844,1.24380377117112,10.2313170570819,0.449162963373884,11.2329809110994,1
"New Zealand","NZ",2007,32511.126663932,2.11366008225178,29387.5811961079,0.932407687512324,-0.235094940149721,100.60348,119.35342,NA,80.1512195121951,18.1446626782417,NA,NA,545,"2311569",35.9715,2.37614310290657,3.9234902015323,"1",41.2675411512183,100.43,20.1514464997545,69.76,2311569,3.06,1,14.6534370727112,3.5827269582559,0.865478628182767,1.36698161520297,10.2883274557916,1.11841491596429,20.1514464997545,1
"New Zealand","NZ",2008,31290.2537245347,-1.86646228623529,29862.732413835,0.848701402422591,-0.0897743403564834,100.97975,117.09836,NA,80.3512195121951,18.3562785387039,NA,NA,560,"2317823.1944",26.5331,3.9589493731206,-2.68554959664506,"1",40.9054837891568,107.99,21.3868127732632,72.03,2317823.194,-1.208,0,14.6561390247355,3.27839301017371,1.37597868024748,NA,10.3043665744028,NA,21.3868127732632,1
"New Zealand","NZ",2009,28205.732843583,-1.13926127537957,30703.8305600399,0.999728031208421,0.177950252414724,101.06332,124.66021,NA,80.7024390243902,18.7170758843422,NA,NA,517,"2324969.88398736",23.5596,2.1156511055456,4.03607502541912,"1",43.2536256137331,108.71,23.6468959047143,79.7,2324969.884,-0.867,0,14.6592176438014,3.15953338071057,0.749362616443543,1.39527269137189,10.3321426997343,NA,23.6468959047143,1
"New Zealand","NZ",2010,33700.126039246,0.433213928719113,31261.9395259737,1.1117260560215,0.112028493066961,101.11094,119.06472,NA,80.7024390243902,17.6093399524689,NA,NA,398,"2525722",28.8538,2.30202385958576,2.82096292069403,"1",43.0199846134906,107.78,24.9882038286871,80.46,2525722,1.063,1,14.7420375204124,3.36224170005158,0.833788674966117,1.03707828790442,10.3501566470275,0.0610950993598108,24.9882038286871,1
"New Zealand","NZ",2011,38437.543157275,1.58128744040667,32743.9007511678,0.762479795105218,-0.314147769609825,99.77766,118.50483,NA,80.9048780487805,17.8635120391846,NA,NA,551,"2620005",27.3906,4.02790667392038,2.294145179409,"1",42.546662146461,109.08,26.6595574513463,81.23,2620005,1.313,1,14.7786867841324,3.3101998888401,1.39324680525334,0.830360303282262,10.3964719871136,0.272314595320659,26.6595574513463,1
"New Zealand","NZ",2012,39982.7543013783,1.68059851551219,32996.3454112092,0.548220797298334,-0.281002853036017,98.34792,117.10613,NA,81.1560975609756,19.1972374916077,NA,NA,572,"2822305",27.8716,1.05991318445635,3.04134600579138,"1",42.0726886260738,110.15,28.466202091684,81.644470179502,2822305,1.915,1,14.8530644849311,3.32760824924679,0.0581870033135949,1.11230018248956,10.4041520892011,0.649717622632609,28.466202091684,1
"New Zealand","NZ",2013,42962.9882149803,1.8432759008939,36231.1004613438,0.768347998194806,0.401530189991464,97.944,115.2617,77.26279,81.4073170731707,19.2130669951439,NA,NA,564,"2891355",31.3617,1.13442266445812,0.135514727577203,"1",40.9426548323952,105.48,29.1246128429362,82.78,2891355,1.161,1,14.8772358083405,3.44558740319662,0.126123855843428,-1.99867495396211,10.4976731577404,0.149281702715754,29.1246128429362,1
"New Zealand","NZ",2014,44553.2822108385,2.07225734694387,37276.9439703148,1.51033948544577,0.965697169764527,97.6213,115.38464,77.9813,81.4048780487805,19.4760739803314,NA,NA,574,"3003096",35.2249,1.22750750597405,4.65077902679863,"1",40.5033183164544,111.66,30.8700966628112,85.5,3003096,1.463,1,14.9151543144865,3.56175321888788,0.204985695514319,1.53703473821211,10.5261302903942,0.380489122037987,30.8700966628112,1
"New Zealand","NZ",2015,38615.9951849093,1.67993105995991,37530.0390759274,1.88904512495193,0.250742063725088,97.94278,114.74609,80.56338,81.4568292682927,18.8892737030983,NA,NA,43,"3173355",38.7186,0.292704628136101,6.24191770107134,"1",40.0907394292639,121.36,31.4419750475238,88.22288881795,3173355,2.124,1,14.9702999458072,3.6563201047299,-1.22859127353332,1.83128745905666,10.5328969333203,0.753301103379692,31.4419750475238,1
"New Zealand","NZ",2016,40105.6133867135,1.52372026673989,39990.5572803182,2.09935688627085,0.111332312045363,98.82145,114.35969,81.77039,81.6124390243903,19.2067116498947,NA,NA,59,"3165355",41.0653,0.646240284454502,1.55563471283784,"1",37.7741982909322,130.92,32.8485286842453,88.470186347099,3165355,2.147,1,14.9677757715675,3.71516348265676,-0.436583886998615,0.441883637808674,10.5963986372356,0.764071518896644,32.8485286842453,1
"New Zealand","NZ",2017,42849.426324701,0.996067751736391,41493.0341264557,2.12296238197075,0.0112441557003828,99.97476,114.59004,82.03322,81.6585365853659,19.2881166934967,NA,NA,85,"3189100",43.5176,1.85078767452532,3.5518007274751,"1",38.0686315751864,136.11,33.6662814433073,90.8110930723827,3189100,2.045,1,14.975249303293,3.77316545396821,0.615611318489587,1.26745472205705,10.6332808397554,0.715397789494765,33.6662814433073,1
"New Zealand","NZ",2018,42949.9305849512,2.75271247340048,42810.8375120788,0.977703457051805,-0.539462655883614,NA,NA,NA,81.8585365853659,NA,NA,NA,89,"3328700",NA,1.59829703801698,2.83290513868502,"1",37.1062911819218,134.93,34.7238986230825,NA,3328700,1.562,1,15.0180923953441,NA,0.468938711182332,1.04130273588431,10.6645465624159,0.445967051417494,34.7238986230825,1
"Papua New Guinea","PG",1990,697.539572978224,-5.29927919219737,1439.24666557882,2.38639031018841,-0.0130258842245236,56.15911,10.46536,NA,56.492,NA,NA,NA,102,NA,NA,6.95336159903071,-4.56555400109482,"0",NA,NA,NA,NA,NA,-7.08,0,NA,NA,1.9392252259534,NA,7.27187510677632,NA,NA,0
"Papua New Guinea","PG",1991,801.472286273567,7.00366386630454,1592.12727968252,2.34896715262879,-0.0156819097864446,56.00511,10.63066,NA,56.823,NA,NA,NA,123,NA,NA,6.96568127760758,15.8280476145171,"0",NA,NA,NA,NA,NA,6.256,1,NA,NA,1.94099541689298,2.76178353176462,7.37282631275786,1.83354100324301,NA,0
"Papua New Guinea","PG",1992,905.248980774846,11.2438096440714,1811.50576745386,2.31494820997405,-0.0144825110119862,57.80369,10.52799,NA,57.152,NA,NA,NA,145,NA,NA,4.30961457009744,28.0651126102074,"0",NA,NA,NA,NA,NA,5.496,1,NA,NA,1.46084847322529,3.33452726086455,7.50191369413015,1.70402055492005,NA,0
"Papua New Guinea","PG",1993,1005.15235874141,15.5073780333751,2141.99817592197,2.30630374880863,-0.00373419203426451,61.37594,11.4677,NA,57.473,NA,NA,NA,101,NA,NA,4.97411430311646,26.6942610667253,"0",NA,NA,NA,NA,NA,15.236,1,NA,NA,1.60424732523709,3.28444860098186,7.66949439943029,2.72366104861636,NA,0
"Papua New Guinea","PG",1994,1086.29181258907,3.50335341901223,2264.38214184545,2.32887916120999,0.00978856857559274,64.04086,12.00804,NA,57.781,NA,NA,NA,165,NA,NA,2.85272217387133,9.94152312364329,"0",NA,NA,NA,NA,NA,3.226,1,NA,NA,1.04827368714305,2.29672024068455,7.72505721564733,1.17124297970302,NA,0
"Papua New Guinea","PG",1995,893.77363601456,-5.57534375748787,2182.96813780328,2.36824300414544,0.0169024840752143,64.83742,11.10078,2.81128,58.073,NA,NA,NA,179,NA,NA,17.280932681459,-3.24364140016307,"0",NA,NA,NA,NA,NA,-5.978,0,NA,NA,2.8496037365408,NA,7.68844076084255,NA,NA,0
"Papua New Guinea","PG",1996,970.092302314454,5.15526263090977,2337.53729921446,2.42244527420618,0.0228871234775583,65.25664,NA,3.11419,58.344,NA,NA,NA,179,NA,NA,11.6241782908448,-6.08493922302759,"0",NA,NA,NA,NA,NA,3.847,1,NA,NA,2.45308726431663,NA,7.75685321791872,1.34729362377016,NA,0
"Papua New Guinea","PG",1997,906.359589110732,-6.2402120724884,2229.46297641292,2.4607572965931,0.0158154336012706,65.99827,NA,NA,58.594,NA,NA,NA,124,NA,NA,3.96437805228409,-16.3672896206584,"0",NA,NA,NA,NA,NA,-8.723,0,NA,NA,1.37734898333392,NA,7.70951601770086,NA,NA,0
"Papua New Guinea","PG",1998,678.897275558617,-6.09863096740771,2117.05898504981,2.45054087671496,-0.00415173812235958,70.09003,17.65715,1.80663,58.828,NA,NA,NA,76,NA,NA,13.5741917656809,5.63370869131586,"0",NA,NA,NA,NA,NA,2.064,1,NA,NA,2.6081703256078,1.72876796263566,7.65778313331157,0.724645847619316,NA,0
"Papua New Guinea","PG",1999,608.282062737094,-0.539284884881738,2136.04333720816,2.37929290634937,-0.0290743855948652,NA,NA,1.77822,59.049,NA,NA,NA,208,NA,NA,14.9321817407701,15.8030349984683,"0",NA,NA,NA,NA,NA,-0.649,0,NA,NA,2.70351873220584,2.76020201009694,7.6667104888294,NA,NA,0
"Papua New Guinea","PG",2000,602.186902266008,-4.68627883356717,2081.4553615434,2.27315002868653,-0.0446111016342662,65.31853,NA,NA,59.265,8.31666737794876,NA,NA,236,NA,NA,15.5958933107535,7.08648887903828,"0",1.10874812272962,0.15,NA,0.835249302427624,NA,-4.814,0,NA,NA,2.74700763028864,1.95818999630704,7.64082262107402,NA,NA,0
"Papua New Guinea","PG",2001,515.684607768824,-2.24508426412085,2079.35510711794,2.14930773317226,-0.0544804759700916,59.70505,NA,NA,59.487,7.73342773318291,NA,NA,218,NA,NA,9.2981733278397,10.4350651420495,"0",1.0311937360462,0.18,NA,0.904103545170821,NA,-2.444,0,NA,NA,2.22981796450567,2.34517178315937,7.63981307996675,NA,NA,0
"Papua New Guinea","PG",2002,491.834308148948,-2.18878525703944,2066.0130572148,2.05406762092474,-0.0443119944052641,57.84833,NA,NA,59.722,8.47603902220726,NA,NA,257,NA,46.0407,11.7994470972606,-1.25669545998927,"0",1.0175906979627,0.25,NA,1.3216569348661,NA,-0.421,0,NA,3.82952578790839,2.46805267420948,NA,7.6333759697055,NA,NA,0
"Papua New Guinea","PG",2003,568.246439882367,0.116085039713411,2106.8237579726,2.02500054162617,-0.0141509846133906,54.60187,NA,NA,59.974,7.63461217284203,NA,NA,164,NA,82.7188,14.7090779663557,14.2635609327078,"0",1.01046425437508,0.28,NA,1.37440466802801,NA,1.923,1,NA,4.41544690388507,2.68846485191162,2.65770809858875,7.65293676435057,0.653886466606643,NA,0
"Papua New Guinea","PG",2004,618.036897690386,0.60559555374202,2176.64624842402,2.08104080273024,0.0276741956123463,54.55797,NA,NA,60.245,8.74624997377396,NA,NA,246,NA,90.5175,2.15893131266947,2.71641585359976,"0",0.998639492181998,0.76,NA,1.5079127722725,NA,-1.786,0,NA,4.50554320217803,0.769613336607623,0.999313310494245,7.68554055304873,NA,NA,0
"Papua New Guinea","PG",2005,749.186396205756,4.04172129596955,2335.16183762387,2.18946219536055,0.052099599627295,55.60483,NA,NA,60.534,7.8258790075779,NA,NA,217,NA,105.134,1.78080439925828,NA,"0",0.981077007616588,1.15,NA,1.71619047556782,NA,1.51,1,NA,4.65523572699481,0.577065171919223,NA,7.7558364771761,0.412109650826833,NA,0
"Papua New Guinea","PG",2006,1256.97889113323,2.99957530650671,2477.99325478187,2.31321128887162,0.0565203152506093,54.09699,NA,NA,60.836,8.37704986333847,NA,NA,219,NA,85.3013,2.3684623841683,NA,"0",0.925244042519101,1.5,NA,1.754487260668,NA,-0.063,0,NA,4.44618969470975,0.862240961544893,NA,7.81520434014417,NA,NA,0
"Papua New Guinea","PG",2007,1401.94718173894,5.25589610417099,2678.29844449014,2.40240594988844,0.0385588041377443,NA,NA,NA,61.141,9.06886085867882,NA,NA,245,"282356",108.596,0.911350455675219,NA,"0",0.881249564883027,4.41,NA,1.79055936140245,282356,5.351,1,12.5509239650966,4.68763457440898,-0.0928277623110793,NA,7.89293696309264,1.67728345932917,NA,0
"Papua New Guinea","PG",2008,1672.95078393202,-2.69303269703491,2656.86445101982,2.43306114313926,0.0127602053484106,57.95456,NA,NA,61.442,7.66453370451927,NA,NA,235,"254592",111.962,10.7614182326827,NA,"0",0.958200602304893,12.53,0.0428170002555832,1.15,254592,-2.556,0,12.4474175427736,4.71815952801039,2.37596735205939,NA,7.88490192865862,NA,0,0
"Papua New Guinea","PG",2009,1626.31239929579,4.28055507291865,2791.71461241406,2.38769610305846,-0.0186452527955248,NA,NA,NA,61.739,6.31518512964249,NA,NA,190,"262209",121.914,6.91832532601222,NA,"0",1.2754073745629,19.84,0.0623252569429748,1.61,262209,4.401,1,12.4768971746654,4.80331587812893,1.93417373543014,NA,7.93441124247376,1.48183178782895,0,0
"Papua New Guinea","PG",2010,1949.35251838561,7.6318148072211,3039.78623652961,2.29311681061731,-0.0396111097723035,NA,NA,NA,62.029,7.06931203603745,NA,NA,295,"283371",102.066,6.01360893567859,NA,"0",1.65750473941137,26.11,0.083441545162326,1.28,283371,4.445,1,12.554512272139,4.6256196628555,1.79402505679172,NA,8.01954247499687,1.49177986896587,0,0
"Papua New Guinea","PG",2011,2406.90967879579,-1.08035044135431,3069.75809881865,2.18768387618694,-0.0459780042351995,NA,NA,NA,62.316,7.60423168540001,NA,NA,325,"310757",70.5659,4.44083401028976,NA,"0",1.73978235858012,32.12,0.100372059148853,2,310757,-4.11,0,12.6467665352657,4.25654702498289,1.49084219895973,NA,8.02935404230366,NA,0,0
"Papua New Guinea","PG",2012,2790.67666914736,2.47919330275042,3206.19624475778,2.10296932326983,-0.0387233977629186,101.87532,38.66995,NA,62.604,8.12861323356628,NA,NA,296,"279362",68.0397,4.53720508166969,NA,"0",1.82151725573093,35.5,0.120560854336148,3.5,279362,-0.744,0,12.5402637108288,4.22009135834687,1.51231120170338,NA,8.07284054301098,NA,0,0
"Papua New Guinea","PG",2013,2729.89190578265,1.72699262310067,3318.80477061533,2.04135905417834,-0.0292967987738852,NA,NA,NA,62.892,7.18770176172256,NA,NA,326,"279389",NA,4.96031746031744,NA,"0",1.79754968298927,38.52,0.14508793869842,5.1,279389,1.609,1,12.5403603549512,NA,1.60146974278492,NA,8.10735998824099,0.475612868010246,0,0
"Papua New Guinea","PG",2014,2920.78372080202,11.2812197481595,3763.07788070281,2.01278981957603,-0.0139952031191345,NA,NA,NA,63.181,7.47008174657822,NA,NA,333,"279189",NA,5.22211720226844,NA,"0",1.82590826667069,42.27,0.166106058718492,6.5,279189,11.159,1,12.5396442508134,NA,1.65290291396771,NA,8.23299248681903,2.41224634720356,0,0
"Papua New Guinea","PG",2015,2679.34558781427,7.30888664065472,4081.29824428566,2.00628287008464,-0.00323280127319026,NA,NA,NA,63.466,6.02232664823532,NA,NA,283,"279189",NA,5.99595778127105,NA,"0",1.8500760072893,43.91,0.18500760072893,7.9,279189,7.216,1,12.5396442508134,NA,1.79108553906664,NA,8.31417041391308,1.97630078276032,0,0
